,book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
6948,6949,12171769,12171769,17143199,6,1433672960,9781433672960.0,Jen Hatmaker,2011.0,Not Available,eng,4.13,13434,1476,335,681,2206,4671,6432
6949,6950,7307503,7307503,8758998,28,575095776,9780575095780.0,Nalini Singh,2011.0,Not Available,en-US,4.24,24487,1404,191,803,4428,10024,13673
6950,6951,264778,264778,1220213,10,380842939,9780380842930.0,Anna Lee Waldo,1978.0,Sacajawea,eng,4.23,13504,392,122,396,2290,4345,6628
6951,6952,1722717,1722717,1813124,37,1599901196,9781599901190.0,Gemma Malley,2007.0,The Declaration,Not Available,3.71,16224,1555,544,1631,5419,6926,4754
6952,6953,18687079,18687079,26530075,4,1616552956,9781616552950.0,"Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru",2014.0,"Avatar: The Last Airbender: The Rift, Part 1",eng,4.33,10560,201,210,311,1356,2669,6127
6953,6954,12374,12374,2199385,52,99447126,9780099447120.0,Richard Ford,1995.0,Independence Day,eng,3.86,11663,634,387,961,2714,4849,3966
6954,6955,2336803,2336803,3055130,29,141654383X,9781416543830.0,Brad Thor,2008.0,The Last Patriot,eng,4.16,12264,669,132,390,2304,5567,5713
6955,6956,214856,214856,2155900,14,1416928065,9781416928060.0,Obert Skye,2005.0,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",Not Available,3.71,17760,1539,709,1729,4896,5469,5241
6956,6957,18228202,18228202,25663814,21,1414368186,9781414368180.0,Francine Rivers,2014.0,Bridge to Haven,eng,4.07,11325,1037,337,601,2356,4149,5434
6957,6958,16071736,20166980,21865739,31,030795871X,9780307958720.0,J. Courtney Sullivan,2013.0,The Engagements,eng,3.59,8634,1885,420,1388,4828,5964,2607
6958,6959,13168,13168,1245146,46,590664875,9780590664880.0,Beverly Cleary,1970.0,Runaway Ralph,Not Available,3.95,16845,324,159,745,4874,6149,5931
6959,6960,13640229,13640229,19254508,8,Not Available,9781301160820.0,Kristen Ashley,2012.0,Creed,eng,4.17,26696,1826,381,1125,4594,9929,12900
6960,6961,2142,2142,54935,29,849945119,9780849945110.0,Ted Dekker,2002.0,Blink,Not Available,4.17,12037,747,143,482,2445,4810,6177
6961,6962,27213121,27213121,47255119,53,006232022X,9780062320220.0,Daniel Silva,2016.0,The Black Widow,eng,4.34,8822,1608,163,364,1722,6044,8682
6962,6963,434764,434764,862892,9,1570089264,9781570089270.0,Stephen E. Robinson,1992.0,Believing Christ: The Parable of the Bicycle and Other Good News,eng,4.51,12951,818,164,220,1010,3223,8731
6963,6964,10586539,10586539,15493868,31,Not Available,Not Available,Amanda Hocking,2012.0,Wake (Watersong #1),en-US,3.7,17833,2243,632,1890,5704,6400,5336
6964,6965,25316313,25316313,41421218,7,Not Available,Not Available,Loreth Anne White,2015.0,Not Available,en-US,4.14,12579,1117,186,484,2060,4588,5337
6965,6966,17994,17994,1031975,64,385495323,9780385495320.0,Simon Singh,1999.0,"The Code Book. How to Make It, Break It, Hack It, Crack It",eng,4.28,12919,912,85,290,1889,6053,7048
6966,6967,67513,67513,65477,29,451460936,9780451460940.0,Karen Chance,2006.0,Touch the Dark,eng,3.7,26970,1531,1232,2621,7437,9074,7913
6967,6968,11286,11286,909623,38,446359203,9780446359210.0,Dan Simmons,1989.0,Carrion Comfort,eng,3.89,13285,768,395,934,3401,5236,4828
6968,6969,9858714,9858714,14749921,9,Not Available,Not Available,Lori Brighton,2010.0,The Mind Readers,eng,3.76,9825,1302,503,1392,4426,5577,4669
6969,6970,815150,815150,1676569,38,044024417X,9780440244170.0,Karen Marie Moning,2000.0,The Highlander's Touch ,eng,4.15,22072,1050,178,827,4756,9010,10627
6970,6971,13331199,13331199,18538901,12,030759565X,9780307595650.0,Deb Perelman,2012.0,Not Available,Not Available,4.14,15860,502,553,654,2326,5166,7583
6971,6972,353342,353342,1374812,33,786816589,9780786816580.0,Avi,2002.0,Crispin: The Cross of Lead,eng,3.59,18277,1738,866,1836,5728,6524,4161
6972,6973,76667,76667,1030359,18,345322215,9780345322210.0,Piers Anthony,1986.0,Wielding a Red Sword,en-US,3.93,16222,223,136,852,4305,6066,5274
6973,6974,18461986,18461986,26116275,29,Not Available,Not Available,Kylie Scott,2015.0,Deep,eng,4.09,25588,2624,261,1124,5168,10658,10796
6974,6975,79006,79006,2452308,53,312933533,9780312933530.0,Jeffrey Archer,1993.0,Honour Among Thieves,Not Available,3.82,12409,276,121,600,3955,5553,3107
6975,6976,7657484,7657484,10234999,25,1401224687,9781401224680.0,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010.0,"Superman: Earth One, Volume 1",eng,3.9,12982,637,410,945,3119,4411,4808
6976,6977,11106458,11106458,16028692,3,1442440430,9781442440430.0,Cassandra Clare,2011.0,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,eng,4.59,13996,376,142,221,940,2851,10320
6977,6978,609035,609035,3016652,239,800786645,9780800786650.0,"John Foxe, W. Grinton Berry",1563.0,Foxe's Book of Martyrs,en-CA,4.25,12117,254,194,493,2106,3784,7004
6978,6979,60223,60223,58587,28,60009241,9780060009240.0,Rachel Gibson,2003.0,See Jane Score,eng,4.06,20770,656,200,835,4391,8442,7940
6979,6980,17174,17174,2506,17,312421850,9780312421850.0,Michael Dorris,1987.0,A Yellow Raft in Blue Water: A Novel,en-US,3.84,14380,869,312,942,3709,5627,4199
6980,6981,6294549,6294549,6478937,21,756405718,9780756405720.0,Seanan McGuire,2009.0,Rosemary and Rue,en-US,3.74,21030,2091,758,1719,6233,8296,6032
6981,6982,64401,64401,1417626,29,441013465,9780441013460.0,Robert Lynn Asprin,1978.0,Another Fine Myth,en-US,4.03,17018,502,174,728,3856,6853,6437
6982,6983,9279734,15732569,14161759,15,Not Available,Not Available,Elizabeth Reyes,2010.0,Forever Mine ,en-GB,3.88,18346,1018,631,1440,5223,7815,7274
6983,6984,6617185,6617185,6811292,38,1568584253,9781568584260.0,"Simon Kuper, Stefan Szymanski",2009.0,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",en-US,3.91,10577,541,278,586,2796,4406,3758
6984,6985,4499214,4499214,4548192,36,340893613,9780340893620.0,Catherine Fisher,2000.0,Sapphique,eng,3.7,16475,1786,475,1717,5784,6838,4834
6985,6986,127451,127451,2052615,14,553567152,9780553567150.0,Lurlene McDaniel,1995.0,"Don't Die, My Love",Not Available,4.12,14197,574,304,681,2795,3784,6819
6986,6987,40482,40482,1238407,65,067155302X,9780671553030.0,Tess Gerritsen,1996.0,Harvest ,eng,4.09,14274,581,84,463,3246,6280,5831
6987,6988,1587362,1587362,1580303,13,764524836,9780764524840.0,Mark Bittman,2007.0,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,eng,4.08,12262,366,416,524,2113,3916,5403
6988,6989,20801166,20801166,40145315,22,1250061776,9781250061780.0,Sandy   Hall,2014.0,A Little Something Different,eng,3.65,14206,3118,733,1571,4722,5545,4148
6989,6990,17349222,17349222,18373204,18,62236679,9780062236680.0,Ann Patchett,2011.0,This Is the Story of a Happy Marriage,eng,4.03,13126,2565,241,633,2731,6347,5238
6990,6991,7278837,7278837,9914053,6,1615579184,9781615579180.0,Jeff Kinney,2009.0,Not Available,en-US,4.45,10752,434,249,296,1053,2022,7353
6991,6992,7853137,7853137,10980742,80,307588920,9780307588920.0,John Verdon,2010.0,Think of a Number,eng,3.83,11877,1837,304,1106,4490,7171,4571
6992,6993,22151696,22151696,41496977,6,1449461077,9781449461070.0,Lang Leav,2014.0,Not Available,eng,4.05,14539,1172,582,893,2413,4236,6639
6993,6994,114203,114203,1461362,69,515137111,9780515137120.0,Nora Roberts,2003.0,Birthright,eng,3.99,19024,625,166,876,4932,7596,6933
6994,6995,434535,434535,2243662,11,1590382234,9781590382230.0,James L. Ferrell,2004.0,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,eng,4.41,12313,2150,144,325,1324,3252,7483
6995,6996,64895,64895,62987,43,99268701,9780099268700.0,Mark Kurlansky,1988.0,Cod: A Biography of the Fish that Changed the World,eng,3.92,13137,1104,197,627,3465,5958,4131
6996,6997,8167094,8167094,13013056,38,307265633,9780307265630.0,Brian Greene,2011.0,The Hidden Reality: Parallel Universes and the Search for the Deep Laws of the Cosmos,eng,4.05,12080,581,263,515,2415,4987,4851
6997,6998,38723,17573685,809732,68,393322572,9780393322580.0,"Betty Friedan, Anna Quindlen",1963.0,The Feminine Mystique,eng,3.85,9823,1137,283,1001,4182,6432,4557
6998,6999,48862,48862,2468586,96,99478471,9780099478480.0,"Graham Greene, J.M. Coetzee",1938.0,Brighton Rock,eng,3.72,13871,1000,295,1208,4767,6561,3509
6999,7000,12415695,12415695,15632745,2,Not Available,9789953566180.0,عبدالله المغلوث,2011.0,كخه يا بابا,ara,3.71,12587,1957,692,1285,3069,3562,4002
7000,7001,6452760,6452760,6642965,34,670021156,9780670021150.0,"Greg Mortenson, Khaled Hosseini",2009.0,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan",eng,3.86,13543,1786,430,907,3490,5407,4507
7001,7002,3009435,3009435,3039966,67,307264238,9780307264240.0,Toni Morrison,2008.0,A Mercy,en-US,3.65,14707,2301,494,1493,4653,5926,3538
7002,7003,825,825,934262,30,553573861,9780553573860.0,Neal Stephenson,1988.0,Zodiac,eng,3.7,13353,569,118,920,4989,6026,2750
7003,7004,23675858,23675858,43283626,22,Not Available,Not Available,A.G. Riddle,2014.0,Departure,eng,3.79,11143,1132,254,880,3201,4847,3162
7004,7005,9799572,9799572,14689744,6,1453720693,9781453720690.0,Kristen Ashley,2010.0,Not Available,en-GB,4.43,25766,1502,110,324,2717,9326,15838
7005,7006,16335,16335,1748,212,1579126952,9781579126960.0,Agatha Christie,1928.0,The Mystery of the Blue Train,eng,3.77,17011,1032,142,1142,6739,8463,4609
7006,7007,10808006,10808006,15721497,45,316097403,9780316097410.0,"James Patterson, Maxine Paetro",2011.0,Private:  #1 Suspect,eng,3.95,13428,967,161,684,3993,6623,4948
7007,7008,14295,14295,4225,25,747553866,9780747553860.0,George Saunders,2000.0,Pastoralia,eng,4.11,10786,1108,143,473,2277,5621,5205
7008,7009,13523061,13523061,19083750,24,446575062,9780446575060.0,Meg Jay,2012.0,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,Not Available,4.11,12731,1514,168,640,2691,5808,6210
7009,7010,1085771,1085771,1072542,25,1582408289,9781582408290.0,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007.0,The Walking Dead V 7,eng,4.27,16769,584,54,310,2546,6516,8134
7010,7011,291364,291364,561807,21,1844285073,9781844285080.0,H.A. Rey,1952.0,Curious George Rides a Bike,Not Available,4.24,15461,115,181,563,2859,3854,8212
7011,7012,175319,175319,3255858,22,671655973,9780671655980.0,Robert A. Heinlein,1958.0,Methuselah's Children,en-US,3.98,15028,219,130,649,3799,6231,5186
7012,7013,12663646,12663646,17778132,13,62124366,9780062124360.0,Lauren Oliver,2011.0,Hana,eng,3.63,20107,1886,286,1918,7603,7063,4487
7013,7014,102955,102955,99258,11,1563896176,9781563896170.0,"Garth Ennis, Steve Dillon, John McCrea",2000.0,"Preacher, Volume 8: All Hell's a-Coming",eng,4.33,14300,172,160,387,1738,4431,7798
7014,7015,6356190,6356190,3252850,7,1880418738,9781880418730.0,"Stephen King, Michael Whelan",2008.0,The Little Sisters of Eluria,eng,4.24,14287,161,140,431,2336,4454,7040
7015,7016,773480,773480,160884,11,067988632X,9780679886330.0,"Stan Berenstain, Jan Berenstain",1968.0,"Inside, Outside, Upside Down",eng,4.13,15032,124,230,744,3161,3680,7369
7016,7017,6574542,6574542,6767675,38,399156135,9780399156140.0,Robert Crais,2010.0,The First Rule,en-US,4.2,14169,808,65,279,2426,6481,6359
7017,7018,483445,483445,471792,42,042519891X,9780425198920.0,David Colbert,2001.0,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",eng,3.96,13820,267,329,1125,3766,3593,6332
7018,7019,825377,825377,2919579,23,763619612,9780763619620.0,Peter H. Reynolds,2003.0,The Dot,en-US,4.26,17436,1113,529,700,2316,4310,9811
7019,7020,6407514,6407514,6158856,12,1599901676,9781599901670.0,Shannon Hale,2009.0,Forest Born,en-US,4.01,20603,2049,156,917,4782,8053,7335
7020,7021,34605,34605,3059336,43,425188930,9780425188930.0,Clive Barker,1985.0,The Damnation Game,eng,3.82,14299,373,290,989,4119,5713,4217
7021,7022,78728,78728,3424606,85,60002107,9780060002110.0,"Milan Kundera, Linda Asher",2000.0,L'ignorance,fre,3.76,9625,846,151,840,3812,5285,2866
7022,7023,381489,381489,2764,25,1416918736,9781416918740.0,Kate Brian,2006.0,Private,eng,3.81,16556,978,765,1530,3890,4932,5937
7023,7024,2678349,2678349,2703638,31,Not Available,Not Available,محمد عبد الرحمن العريفي,2006.0,استمتع بحياتك,ara,4.21,10882,1089,312,546,1622,3240,6093
7024,7025,26506,26506,1008958,52,385340222,9780385340230.0,Danielle Steel,2007.0,Sisters,eng,3.81,13621,1065,482,1125,3697,4715,4622
7025,7026,337116,337116,1806578,57,055329461X,9780553294610.0,"William Gibson, Bruce Sterling",1990.0,The Difference Engine,en-US,3.41,14517,910,685,2316,5485,4984,2616
7026,7027,102954,102954,99257,13,1563895196,9781563895200.0,"Garth Ennis, Steve Dillon",1999.0,Preacher: Salvation,Not Available,4.3,13902,192,168,378,1806,4410,7341
7027,7028,13425570,13425570,18907551,32,62102427,9780062102420.0,"Clayton M. Christensen, James Allworth, Karen Dillon",2012.0,How Will You Measure Your Life?,Not Available,4.06,11475,1349,228,646,2650,4799,5439
7028,7029,11233988,11233988,16160067,27,763655988,9780763655980.0,Jon Klassen,2011.0,I Want My Hat Back,eng,4.39,18489,2240,283,461,1919,5136,11129
7029,7030,239109,239109,1265950,24,786932287,9780786932280.0,R.A. Salvatore,2003.0,The Lone Drow,en-US,4.15,12877,135,86,535,2492,4824,5843
7030,7031,2983489,2983489,3013896,15,670031607,9780670031600.0,Denis Leary,2008.0,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",Not Available,3.67,12880,901,642,1234,3706,4118,3668
7031,7032,61672,61672,1708708,171,2266127748,9782266127740.0,Françoise Sagan,1954.0,Bonjour tristesse,fre,3.62,12355,1131,396,1639,5547,6110,3529
7032,7033,25671861,25671861,45495901,25,1466867507,9781466867500.0,Jeffrey Archer,2016.0,Cometh the Hour,eng,4.13,7197,1078,211,546,2593,6464,6443
7033,7034,11469379,11469379,16403657,37,1402792808,9781402792810.0,Corban Addison,2011.0,A Walk Across the Sun,en-US,4.13,12091,1779,168,443,2134,5477,5334
7034,7035,1126719,1126719,2020929,30,575099127,9780575099130.0,Alastair Reynolds,2008.0,House of Suns,eng,4.19,13033,767,84,362,2219,6115,5983
7035,7036,18813530,18813530,25548248,11,Not Available,Not Available,Bella Forrest,2013.0,Not Available,eng,4.1,16380,560,164,706,3229,5692,6829
7036,7037,391724,391724,15570126,158,1594561753,9781594561760.0,Edgar Allan Poe,1843.0,The Black Cat,eng,4.07,16132,1028,217,807,3645,6972,7258
7037,7038,102327,102327,604650,15,886773687,9780886773690.0,John Steakley,1984.0,Armor,eng,4.12,13330,716,274,682,2358,4618,6238
7038,7039,19312,19312,2056484,92,1930900244,9781930900240.0,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973.0,Bröderna Lejonhjärta,eng,4.35,16325,613,211,518,2379,5898,11227
7039,7040,15793165,15793165,21515129,14,1250010071,9781250010070.0,Lisa Scottoline,2013.0,Not Available,eng,3.72,13056,1731,357,1243,4224,5539,3602
7040,7041,268598,268598,260380,57,749934182,9780749934190.0,"J.D. Robb, Susan Ericksen",1999.0,Loyalty in Death,en-GB,4.3,19219,690,37,256,3122,8505,10452
7041,7042,262229,262229,1300476,51,739429337,9780739429330.0,Sue Grafton,2002.0,"""Q"" is for Quarry",eng,3.91,17505,704,106,594,5323,8167,5100
7042,7043,17524166,17524166,24434349,41,Not Available,Not Available,"Alaa Al Aswany, علاء الأسواني",2013.0,Not Available,ara,3.41,8576,1733,793,1399,3358,3605,1953
7043,7044,1373381,1373381,1363261,45,340830107,9780340830110.0,Jojo Moyes,2005.0,The Ship of Brides,en-US,3.74,12821,1863,277,1048,4952,7066,3532
7044,7045,462684,462684,1951159,50,440867576,9780440867580.0,"Jacqueline Wilson, Nick Sharratt",1991.0,The Story of Tracy Beaker,eng,3.69,14772,382,551,1470,4540,4373,4379
7045,7046,543103,543103,908023,28,042520040X,9780425200410.0,Evan Wright,2004.0,Generation Kill,en-US,4.25,11680,747,55,288,1819,5303,5982
7046,7047,32453,32453,1049922,62,747236380,9780747236380.0,"Leigh Nichols, Dean Koontz",1984.0,Twilight,eng,3.81,14476,274,191,1017,4824,5482,4364
7047,7048,2033217,2033217,2037923,66,399155015,9780399155020.0,Daniel Silva,2008.0,Moscow Rules,eng,4.17,13558,884,69,317,2611,6739,6087
7048,7049,25733983,25733983,45572105,27,1101874937,9781101874940.0,Hope Jahren,2016.0,Lab Girl,eng,4.04,16594,3321,425,900,3506,7585,7382
7049,7050,2157243,2157243,909084,48,61240885,9780061240880.0,Derek Landy,2008.0,Playing with Fire,en-US,4.31,15533,1013,73,338,2536,6358,9228
7050,7051,18138755,18138755,25482099,22,Not Available,Not Available,Laurelin Paige,2014.0,Not Available,Not Available,4.33,22824,1561,161,511,2888,8439,12607
7051,7052,130916,130916,126092,38,60598328,9780060598330.0,Patricia Gaffney,1999.0,The Saving Graces,en-US,3.78,13969,663,196,840,4437,5283,3571
7052,7053,272607,272607,14597555,63,440222680,9780440222680.0,Harlan Coben,1996.0,Fade Away,eng,3.99,14679,773,59,380,4077,8262,4844
7053,7054,8948,8948,3214288,43,316156299,9780316156300.0,Darren Shan,2002.0,"Sons of Destiny (Cirque Du Freak, Book 12)",Not Available,4.22,14997,741,345,694,2518,4359,8537
7054,7055,84927,84927,1265060,25,60935499,9780060935500.0,Peter Shaffer,1979.0,Amadeus,eng,4.2,14285,193,186,448,2359,4869,6666
7055,7056,62485,62485,64669,17,078691811X,9780786918120.0,R.A. Salvatore,2000.0,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)",en-US,4.28,11293,213,76,368,1857,4102,6338
7056,7057,12753231,12753231,17894351,30,312569033,9780312569040.0,Emmy Laybourne,2012.0,Monument 14,eng,3.89,17360,2649,463,1196,4256,6796,6028
7057,7058,251964,251964,766654,18,60727217,9780060727220.0,Jude Deveraux,1980.0,The Black Lyon,eng,3.99,14456,329,380,847,3437,5036,6137
7058,7059,12542,12542,1057710,16,1594489424,9781594489430.0,Anne Lamott,2007.0,Grace [Eventually]: Thoughts on Faith,en-US,3.98,12863,1053,215,636,2927,5235,4548
7059,7060,335459,335459,325931,3,307354164,9780307354170.0,Martha Stewart,2007.0,Everyday Food: Great Food Fast,eng,3.93,11969,145,394,752,2625,3689,4513
7060,7061,17831617,17831617,24948174,20,Not Available,Not Available,Christina Lauren,2013.0,Beautiful Bombshell,en-US,4.06,23755,1185,232,1103,4985,8767,9365
7061,7062,12743472,12743472,17882885,27,1408319462,9781408319470.0,Teri Terry,2012.0,Slated,eng,4.07,17404,2404,272,868,3661,7489,7515
7062,7063,1398034,1398034,1881100,41,9799731232,9789799731230.0,Pramoedya Ananta Toer,1975.0,Bumi Manusia,ind,4.37,8574,1190,126,204,1067,3320,5782
7063,7064,108385,108385,3019372,37,843958448,9780843958450.0,Christine Feehan,2000.0,Dark Gold (Dark #3),eng,4.16,19210,562,193,888,3795,6555,9530
7064,7065,5957702,5957702,6130410,54,743294394,9780743294390.0,Kathy Reichs,2009.0,206 Bones,en-US,3.92,17160,1126,177,810,5006,7889,5637
7065,7066,6076387,6076387,6252965,38,375409289,9780375409290.0,Lorrie Moore,2009.0,A Gate at the Stairs,eng,3.14,13590,3050,1135,2946,5374,4165,1594
7066,7067,8593026,25070022,111166,9,Not Available,Not Available,Rebecca Forster,2004.0,Hostile Witness,eng,3.72,8031,1265,399,1039,4283,5605,3423
7067,7068,929782,929782,1702482,398,140187723,9780140187720.0,"Jack London, Andrew Sinclair",1909.0,Martin Eden,eng,4.39,12744,741,134,398,1627,4159,8615
7068,7069,68455,68455,66349,63,8370541240,9788370541250.0,Andrzej Sapkowski,1997.0,Wieża Jaskółki,pol,4.34,10195,400,73,347,1955,5744,8511
7069,7070,1632833,1632833,2795082,55,385339526,9780385339520.0,Conn Iggulden,2008.0,"Lords of the Bow (Conqueror, #2)",eng,4.31,11600,529,26,181,1555,5589,6261
7070,7071,27810589,27810589,45688257,11,Not Available,Not Available,Kevin Wignall,2016.0,Not Available,Not Available,3.79,12956,705,307,883,3278,5327,3280
7071,7072,13227319,13227319,18841564,15,1401235638,9781401235640.0,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012.0,"Wonder Woman, Volume 1: Blood",eng,3.87,15698,921,622,1095,3896,5589,5743
7072,7073,20348781,20348781,28402852,19,Not Available,9780692221910.0,Brittainy C. Cherry,2014.0,Loving Mr. Daniels,eng,4.28,18058,3106,372,805,2733,6420,11579
7073,7074,13020,13020,3335240,401,1904271359,9781904271350.0,"William Shakespeare, David Scott Kastan",1597.0,The History of Henry the Fourth,eng,3.81,14988,685,331,1437,5048,6531,5401
7074,7075,159061,159061,153526,8,316236535,9780316236540.0,Ed Emberley,1992.0,"Go Away, Big Green Monster!",eng,4.21,14322,437,236,633,2440,3711,7397
7075,7076,6606855,6606855,6800778,15,1427817413,9781427817420.0,"Jinsei Kataoka, Kazuma Kondou",2007.0,デッドマン・ワンダーランド 1,eng,4.2,12932,307,240,587,2204,3826,6818
7076,7077,15096257,15096257,20751151,13,1612184650,9781612184650.0,Linda Lafferty,2012.0,The Bloodletter's Daughter: A Novel of Old Bohemia,eng,3.75,7654,1185,304,951,3620,5308,3086
7077,7078,243308,243308,235723,6,822210789,9780822210790.0,Robert Harling,1988.0,Not Available,eng,4.24,14651,60,173,512,2204,4434,7337
7078,7079,11666,11666,2580165,47,449911942,9780449911940.0,John Updike,1990.0,Rabbit at Rest,eng,3.96,12221,406,348,716,2490,4642,4489
7079,7080,32426,32426,3375850,53,553582909,9780553582900.0,"David Axton, Dean Koontz",1976.0,Prison of Ice ,eng,3.73,15271,376,361,1328,4987,5007,4341
7080,7081,519933,519933,1003876,48,688163653,9780688163660.0,Diana Wynne Jones,1988.0,The Lives of Christopher Chant,Not Available,4.22,17117,428,147,400,2924,6625,8248
7081,7082,382450,382450,2564105,63,553383051,9780553383060.0,George R.R. Martin,1982.0,Fevre Dream,eng,3.85,12708,1561,224,906,4083,6919,4067
7082,7083,819667,819667,1215900,14,803725507,9780803725510.0,"Caralyn Buehner, Mark Buehner",2002.0,Snowmen at Night,en-US,4.23,15697,408,170,554,2706,4494,7930
7083,7084,25802884,25802884,45656922,6,Not Available,Not Available,Alessandra Torre,2015.0,Hollywood Dirt,eng,4.12,20467,2538,346,829,3635,8343,8951
7084,7085,15769463,23016364,21476322,14,1478314605,9781478314610.0,Tara Sivec,2012.0,Futures and Frosting,eng,4.28,16341,1815,255,616,2964,7587,11411
7085,7086,99955,99955,23681298,16,451528891,9780451528900.0,"Thomas Paine, Sidney Hook, Jack Fruchtman Jr.",1776.0,Not Available,eng,4.12,13088,122,103,465,2593,4529,5475
7086,7087,18054175,22328544,25337922,47,006228553X,9780062285540.0,Matthew Quick,2014.0,The Good Luck of Right Now,eng,3.61,12230,2320,444,1270,4595,5740,2676
7087,7088,1605034,1605034,1598345,45,375424482,9780375424490.0,Alexander McCall Smith,2008.0,The Miracle at Speedy Motors ,en-US,4.09,16887,1200,33,316,3657,8582,6011
7088,7089,3759,3759,983949,131,142002046,9780142002050.0,Ian Fleming,1959.0,Goldfinger,eng,3.8,13267,689,151,810,4545,6213,3602
7089,7090,371456,371456,89633,181,3746611091,9783746611100.0,Émile Zola,1880.0,Nana,ger,3.84,13610,424,370,1065,3847,5749,4531
7090,7091,12988089,12988089,17498555,15,1442454148,9781442454150.0,Richard Paul Evans,2012.0,Rise of the Elgen,eng,4.29,15152,1473,112,378,2190,5428,7952
7091,7092,103035,103035,530471,45,743417321,9780743417330.0,Clive Barker,1988.0,Cabal,en-US,3.92,13557,374,189,698,3823,5780,4650
7092,7093,347143,347143,2299471,32,307356361,9780307356370.0,Tom Perrotta,2007.0,The Abstinence Teacher,Not Available,3.24,13303,2254,621,2372,6020,4768,1199
7093,7094,30314465,29467945,49744435,29,Not Available,Not Available,David Baldacci,2016.0,No Man's Land,eng,4.19,8834,1301,180,526,2964,7745,8284
7094,7095,144127,144127,139049,32,812541626,9780812541620.0,David Farland,1998.0,The Sum of All Men,en-US,3.74,14938,411,389,1271,4295,5826,3913
7095,7096,17329041,17329041,21999016,30,241963745,9780241963750.0,Suzanne Rindell,2013.0,The Other Typist,en-GB,3.55,7107,2515,411,1484,4764,5870,2315
7096,7097,22428828,22428828,41849150,15,Not Available,Not Available,"Cassandra Clare, Sarah Rees Brennan",2015.0,Not Available,eng,4.1,17740,1993,271,600,3507,6749,7448
7097,7098,35125,35125,35062,45,2290011150,9782290011160.0,Alan Dean Foster,1979.0,Alien,eng,4.08,13669,272,178,576,2908,4859,5738
7098,7099,8805443,8805443,13088275,40,399157077,9780399157070.0,Robert Crais,2011.0,The Sentry,eng,4.2,14248,837,79,314,2351,6471,6346
7099,7100,13111733,18338465,18285292,14,1456527738,9781456527730.0,J.M. Darhower,2014.0,Sempre,eng,4.21,14217,2491,662,1036,3140,6659,12028
7100,7101,17333171,17333171,24064353,16,042527067X,9780425270680.0,Ilona Andrews,2015.0,Magic Shifts,eng,4.47,16363,1808,41,156,1727,6946,11959
7101,7102,961833,961833,1916770,36,553573764,9780553573760.0,Susanna Kearsley,1994.0,Mariana,Not Available,4.06,13572,1947,143,615,3465,7317,6241
7102,7103,6678,6678,1413831,68,141311428,9780141311420.0,"Roald Dahl, Quentin Blake",1986.0,Going Solo,eng,4.04,14086,986,146,656,3345,6185,5739
7103,7104,517344,517344,505277,34,786838825,9780786838820.0,"Sara Pennypacker, Marla Frazee",2006.0,"Clementine (Clementine, #1)",en-US,3.9,15584,1602,501,1126,3690,5098,5774
7104,7105,8752885,8752885,13626110,23,1841498874,9781841498870.0,Daniel Abraham,2011.0,The Dragon's Path,eng,3.78,13508,1117,311,893,4059,6860,3371
7105,7106,402128,402128,372536,89,151686564,9780151686570.0,"T.S. Eliot, Edward Gorey",1939.0,Old Possum's Book of Practical Cats,en-US,4.09,15410,852,256,785,3349,5873,7231
7106,7107,25106926,25106926,44759727,28,1471132978,9781471132970.0,Philippa Gregory,2015.0,The Taming of the Queen,eng,3.89,9793,1538,192,738,3824,6690,4187
7107,7108,18815695,18815695,19263822,8,Not Available,Not Available,Cassie Dandridge Selleck,2012.0,Not Available,Not Available,4.07,12912,1366,129,534,2354,6098,4711
7108,7109,39792,39792,1323052,92,1565849930,9781565849940.0,"Henning Mankell, Laurie Thompson",1994.0,Mannen som log,eng,3.93,12545,661,128,522,3614,6932,3934
7109,7110,16012,16012,17803,11,1931514607,9781931514610.0,Ai Yazawa,2000.0,Paradise Kiss 1,eng,4.11,14065,191,423,791,2447,3672,6863
